episode,score
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.09000000171363354
13,0.0
14,0.10000000149011612
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.09000000171363354
37,0.10000000149011612
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.09000000171363354
44,0.0
45,0.10000000149011612
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.10000000149011612
61,0.09000000171363354
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.10000000149011612
70,0.10000000149011612
71,0.0
72,0.0
73,0.0
74,0.10000000149011612
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.09000000171363354
88,0.09000000171363354
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.09000000171363354
101,0.09000000171363354
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.10000000149011612
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.10000000149011612
118,0.0
119,0.0
120,0.10000000149011612
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.10000000149011612
128,0.0
129,0.0
130,0.09000000171363354
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.10000000149011612
143,0.0
144,0.10000000149011612
145,0.0
146,0.10000000149011612
147,0.0
148,0.0
149,0.0
150,0.0
151,0.10000000149011612
152,0.0
153,0.0
154,0.0
155,0.10000000149011612
156,0.0
157,0.0
158,0.0
159,0.0
160,0.09000000171363354
161,0.10000000149011612
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.09000000171363354
169,0.10000000149011612
170,0.09000000171363354
171,0.0
172,0.10000000149011612
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.10000000149011612
179,0.0
180,0.10000000149011612
181,0.0
182,0.0
183,0.0
184,0.0
185,0.10000000149011612
186,0.10000000149011612
187,0.10000000149011612
188,0.09000000171363354
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.10000000149011612
197,0.0
198,0.0
199,0.10000000149011612
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.09000000171363354
209,0.0
210,0.10000000149011612
211,0.10000000149011612
212,0.0
213,0.10000000149011612
214,0.0
215,0.0
216,0.0
217,0.10000000149011612
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.09000000171363354
224,0.0
225,0.09000000171363354
226,0.09000000171363354
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.10000000149011612
233,0.10000000149011612
234,0.0
235,0.0
236,0.0
237,0.0
238,0.10000000149011612
239,0.0
240,0.0
241,0.10000000149011612
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.10000000149011612
248,0.09000000171363354
249,0.09000000171363354
250,0.10000000149011612
251,0.0
252,0.09000000171363354
253,0.0
254,0.0
255,0.10000000149011612
256,0.09000000171363354
257,0.19000000320374966
258,0.0
259,0.0
260,0.10000000149011612
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.09000000171363354
268,0.0
269,0.0
270,0.10000000149011612
271,0.0
272,0.0
273,0.0
274,0.0
275,0.09000000171363354
276,0.0
277,0.0
278,0.10000000149011612
279,0.0
280,0.0
281,0.0
282,0.0
283,0.10000000149011612
284,0.0
285,0.0
286,0.10000000149011612
287,0.0
288,0.09000000171363354
289,0.10000000149011612
290,0.0
291,0.0
292,0.0
293,0.0
294,0.09000000171363354
295,0.09000000171363354
296,0.0
297,0.09000000171363354
298,0.0
299,0.09000000171363354
300,0.0
301,0.10000000149011612
302,0.0
303,0.10000000149011612
304,0.10000000149011612
305,0.10000000149011612
306,0.0
307,0.0
308,0.10000000149011612
309,0.0
310,0.09000000171363354
311,0.10000000149011612
312,0.0
313,0.0
314,0.0
315,0.0
316,0.10000000149011612
317,0.0
318,0.0
319,0.10000000149011612
320,0.09000000171363354
321,0.0
322,0.0
323,0.10000000149011612
324,0.0
325,0.0
326,0.0
327,0.10000000149011612
328,0.10000000149011612
329,0.0
330,0.0
331,0.10000000149011612
332,0.0
333,0.0
334,0.0
335,0.0
336,0.09000000171363354
337,0.10000000149011612
338,0.0
339,0.0
340,0.10000000149011612
341,0.0
342,0.0
343,0.09000000171363354
344,0.0
345,0.0
346,0.0
347,0.10000000149011612
348,0.0
349,0.0
350,0.10000000149011612
351,0.09000000171363354
352,0.0
353,0.10000000149011612
354,0.0
355,0.0
356,0.09000000171363354
357,0.0
358,0.0
359,0.10000000149011612
360,0.0
361,0.10000000149011612
362,0.0
363,0.0
364,0.0
365,0.0
366,0.10000000149011612
367,0.0
368,0.0
369,0.09000000171363354
370,0.09000000171363354
371,0.10000000149011612
372,0.10000000149011612
373,0.0
374,0.09000000171363354
375,0.0
376,0.0
377,0.10000000149011612
378,0.09000000171363354
379,0.0
380,0.09000000171363354
381,0.10000000149011612
382,0.0
383,0.0
384,0.0
385,0.09000000171363354
386,0.0
387,0.09000000171363354
388,0.09000000171363354
389,0.09000000171363354
390,0.0
391,0.0
392,0.0
393,0.10000000149011612
394,0.10000000149011612
395,0.0
396,0.0
397,0.10000000149011612
398,0.09000000171363354
399,0.0
400,0.0
401,0.10000000149011612
402,0.10000000149011612
403,0.0
404,0.09000000171363354
405,0.10000000149011612
406,0.09000000171363354
407,0.10000000149011612
408,0.10000000149011612
409,0.0
410,0.09000000171363354
411,0.0
412,0.0
413,0.10000000149011612
414,0.0
415,0.0
416,0.10000000149011612
417,0.10000000149011612
418,0.10000000149011612
419,0.0
420,0.0
421,0.0
422,0.0
423,0.10000000149011612
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.09000000171363354
430,0.0
431,0.0
432,0.09000000171363354
433,0.0
434,0.09000000171363354
435,0.10000000149011612
436,0.10000000149011612
437,0.10000000149011612
438,0.0
439,0.0
440,0.0
441,0.0
442,0.09000000171363354
443,0.19000000320374966
444,0.0
445,0.0
446,0.0
447,0.10000000149011612
448,0.10000000149011612
449,0.0
450,0.10000000149011612
451,0.10000000149011612
452,0.10000000149011612
453,0.09000000171363354
